region,Group,details
southeastern-europe,Marmarini Stele,"['199 BCE - 150 BCE', 'Religious Group, Text, Hellenistic Religions, Syncretic Religions, Phoenician Cult, Anatolian Religions, Mystery Religion, Ancient Greek text, Greek Cult, Greek Religions, Inscription, Sacred Law']"
southeastern-europe,Novatians,"['250 CE - 258 CE', 'Religious Group, Christian Traditions, Heresy, Orthodoxy']"
southeastern-europe,Orphic Tablets,"['Secondary source: Multiple References', '500 BCE - 391 CE', 'Religious Group, Text, Hellenistic Religions, Mystery Religion, Ancient Greek text, Totenpass, Mortuary text, Greek Cult, Greek Religions, Asia Minor, Tomb, Mysticism']"
southeastern-europe,Orphism,"['450 BCE - 425 CE', 'Religious Group, Hellenistic Religions, Greek Religions']"
southeastern-europe,Peak Sanctuary of Petsofas,"['2000 BCE - 1500 BCE', 'Religious Place, Religious Group, Minoan Religions, Aegean']"
southeastern-europe,Roman Divination,"['800 BCE - 380 CE', 'Religious Group, Hellenistic Religions, Roman Religious Traditions, Italic Religions, Greek Religions']"
southeastern-europe,Romanian Orthodox Church,"['1885 CE - 2020 CE', 'Religious Group, Orthodoxy']"
southeastern-europe,Sanctuary of Athena Pronaia at Delphi,"['750 BCE - 395 CE', 'Religious Group, Religious Place, Ancient Mediterranean, Aegean, Polytheistic, Greek Cult, Greek Religions, Monument, Temenos, Temple, Sacred Enclosure, Hellenistic Religions, Greece, Graeco-Roman']"
southeastern-europe,The Cave of the Nymphs at Pharsalos,"['499 BCE - 30 BCE', 'Religious Group, Religious Place, Aegean, Greek Cult, Greek Religions, Shrine, Open-Air Sanctuary, Nature Sanctuaries, Hellenistic Religions, Greece, Graeco-Roman, Indo-European Religion']"
southeastern-europe,The Lives of the Philosophers and Sophists,"['347 CE - 414 CE', 'Religious Group, Text, Hellenistic Religions, Neoplatonism, Hagiography, Ancient Greek text, Greek Religions']"
southeastern-europe,The Metroon at Demetrias,"['250 BCE - 150 BCE', 'Religious Group, Religious Place, Aegean, Mystery Religion, Greek Religions, Mystery Religion, Greek Cult, Religious Complex, Temple, Greece, Graeco-Roman']"
southeastern-europe,The Sanctuary of Apollo Pythios at Delphi,"['900 BCE - 395 CE', 'Religious Group, Religious Place, Ancient Mediterranean, Aegean, Polytheistic, Greek Cult, Greek Religions, Shrine, Temenos, Temple, Sacred Enclosure, Altar, Greece, shrines, Hellenistic Religions, Graeco-Roman, Archaeological monument']"
southeastern-europe,The Sanctuary of Demeter and Kore at Eleusis,"['Secondary source: Multiple References', '1480 BCE - 394 CE', 'Religious Group, Religious Place, Aegean, Mystery Religion, Greek Religions, Mystery Religion, Greek Cult, Temenos, Temple, Hellenistic Religions, shrines, Greece, Graeco-Roman']"
southeastern-europe,The Sanctuary of Pasikrata at Demetrias,"['294 BCE - 200 CE', 'Religious Group, Religious Place, Hellenistic Religions, Greece, Aegean, Graeco-Roman, Greek Cult, Greek Religions, Religious Complex']"
southeastern-europe,The Sanctuary of the Egyptian Gods at Gortyn,"['100 CE - 300 CE', 'Religious Group, Religious Place, Temple, Crete, Greece, Aegean, Graeco-Roman, Egyptian Religions']"
southeastern-europe,The Sanctuary of the Egyptian Gods in Marathon,"['150 CE - 200 CE', 'Religious Group, Religious Place, Temple, Greece, Aegean, Egyptian Religions, Greek Cult, Mystery Religion, Religious Complex']"
southern-europe,Altar of Hieron II,"['269 BCE - 215 BCE', 'Religious Place, Religious Group, Temple, Greek Religions']"
southern-europe,Ancient Thessalians,"['700 BCE - 476 CE', 'Religious Group, Roman Religions, Hellenistic Religions, Roman Religious Traditions, Greek Cult, Greek Religions']"
southern-europe,Archaic Spartan Cults,"['800 BCE - 500 BCE', 'Religious Group, Greek Religions']"
southern-europe,"Central Macedonia, Greece: Eastern Orthodoxy","['1260 CE - 1302 CE', 'Religious Group, Christian Traditions']"
southern-europe,"Central Macedonia, Greece: Eastern Orthodoxy","['1530 CE - 1912 CE', 'Religious Group, Christian Traditions']"
southern-europe,"Central Macedonia, Greece: Eastern Orthodoxy","['1913 CE - 2017 CE', 'Religious Group, Christian Traditions']"
southern-europe,Congregation of the Oratory,"['1575 CE - 1700 CE', 'Religious Group, Roman Catholic, Rome']"
southern-europe,Cult of the Egyptian Gods at Demetrias,"['294 BCE - 14 CE', 'Religious Group, Hellenistic Religions, Mystery Religion, Egyptian Religions, Greek Cult, Greek Religions']"
southern-europe,Delphi,"['800 BCE - 393 CE', 'Religious Place, Religious Group, Temple, Temenos, Hellenistic Religions, shrines, Ancient Mediterranean, Polytheistic, Greek Cult, Greek Religions, Archaeological monument, Monument, Religious Complex']"
southern-europe,Etruscan Religion,"['10 BCE - 1 BCE', 'Religious Group, Roman Religious Traditions, Ancient Mediterranean']"
southern-europe,Euboea/Central Macedonia: Constantinopolitan Chalcedonian Christianity,"['1260 CE - 1302 CE', 'Religious Group, Christian Traditions']"
southern-europe,Euboea/Central Macedonia: Nicaean-Chalcedonian Christianity,"['397 CE - 500 CE', 'Religious Group, Early Christianity']"
southern-europe,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
southern-europe,Guglielmites,"['1260 CE - 1302 CE', 'Religious Group, Christian Traditions, New Religious Movement']"
southern-europe,International Sivananda Yoga Vedanta Centers,"['1957 CE - 2023 CE', 'Religious Group, Hinduism, New Age Religion, neo-Vedanta, Yoga']"
southern-europe,Italy: Roman Catholic Christianity,"['1260 CE - 1302 CE', 'Religious Group, Christian Traditions']"
southern-europe,Italy: Roman Catholic Christianity II,"['1530 CE - 2017 CE', 'Religious Group, Christian Traditions']"
southern-europe,Italy: The Catholic Church,"['1530 CE - 1760 CE', 'Religious Group, Christian Traditions']"
southern-europe,Italy: The Catholic Church,"['1760 CE - 1870 CE', 'Religious Group, Christian Traditions']"
southern-europe,Italy: The Catholic Church,"['1870 CE - 1920 CE', 'Religious Group, Christian Traditions']"
southern-europe,Italy: The Catholic Church,"['1929 CE - 2017 CE', 'Religious Group, Christian Traditions']"
southern-europe,Italy: The Franciscan Order,"['1209 CE - 1312 CE', 'Religious Group, Christian Traditions']"
southern-europe,Italy: The Jesuit Order,"['1540 CE - 2017 CE', 'Religious Group, Christian Traditions']"
southern-europe,Local Religion at Selinous,"['650 BCE - 409 BCE', 'Religious Group, Canaanite Religions, Greek Religions, Italic Religions']"
southern-europe,Marmarini Stele,"['199 BCE - 150 BCE', 'Religious Group, Text, Hellenistic Religions, Syncretic Religions, Phoenician Cult, Anatolian Religions, Mystery Religion, Ancient Greek text, Greek Cult, Greek Religions, Inscription, Sacred Law']"
southern-europe,Novatians,"['250 CE - 258 CE', 'Religious Group, Christian Traditions, Heresy, Orthodoxy']"
southern-europe,Orphic Tablets,"['Secondary source: Multiple References', '500 BCE - 391 CE', 'Religious Group, Text, Hellenistic Religions, Mystery Religion, Ancient Greek text, Totenpass, Mortuary text, Greek Cult, Greek Religions, Asia Minor, Tomb, Mysticism']"
southern-europe,Orphism,"['450 BCE - 425 CE', 'Religious Group, Hellenistic Religions, Greek Religions']"
southern-europe,Pauline Christianity,"['45 CE - 60 CE', 'Religious Group, Christian Traditions']"
southern-europe,Pauline Christianity (ca. 45-60 CE),"['45 CE - 60 CE', 'Religious Group, Roman Religious Traditions, Christian Traditions, Greek Religions']"
southern-europe,Peak Sanctuary of Petsofas,"['2000 BCE - 1500 BCE', 'Religious Place, Religious Group, Minoan Religions, Aegean']"
southern-europe,Roman Divination,"['800 BCE - 380 CE', 'Religious Group, Hellenistic Religions, Roman Religious Traditions, Italic Religions, Greek Religions']"
southern-europe,Roman private religion,"['202 BCE - 44 BCE', 'Religious Group, Roman Religions, Ancient Mediterranean, Italic Religions, Polytheistic']"
southern-europe,Sanctuary of Artemis at Brauron,"['2000 BCE - 200 BCE', 'Religious Group, Religious Place, Archaeological Site, Greece, Ancient Mediterranean, Aegean, Greek Cult, Greek Religions']"
southern-europe,Sanctuary of Athena Pronaia at Delphi,"['750 BCE - 395 CE', 'Religious Group, Religious Place, Ancient Mediterranean, Aegean, Polytheistic, Greek Cult, Greek Religions, Monument, Temenos, Temple, Sacred Enclosure, Hellenistic Religions, Greece, Graeco-Roman']"
southern-europe,Sanctuary of Zeus Thaulios and Ennodia at Pherai (Makalorema),"['800 BCE - 100 CE', 'Religious Group, Religious Place, Greek Religions, Greek Cult, Monument, Open-Air Sanctuary, Religious Complex, Temenos, Temple, Sacred Enclosure, Hellenistic Religions, Greece, Graeco-Roman']"
southern-europe,Sethian Gnostic,"['100 CE - 400 CE', 'Religious Group, Christian Traditions, Roman Religions, Heresy, Abrahamic']"
southern-europe,Society of Jesus,"['1540 CE - 1773 CE', 'Religious Group, Roman Catholic']"
southern-europe,"Temple of Minerva, Forum Transitorium","['85 CE - 315 CE', 'Religious Place, Religious Group, Temple, Forum, Roman Religions, Ancient Mediterranean, Roman Religious Traditions, Polytheistic, Archaeological monument, Monument, Religious Complex']"
southern-europe,Temples of Mater Matuta and Fortuna at Sant'Omobono,"['600 BCE - 400 CE', 'Religious Place, Religious Group, Temple, Altar, Monument, Roman Religions, Ancient Mediterranean, Roman Religious Traditions, Polytheistic, Archaeological monument, Religious Complex']"
southern-europe,The Apollonion at Syracuse,"['580 BCE - 212 BCE', 'Religious Place, Religious Group, Temple, Greek Religions']"
southern-europe,The Cave of the Nymphs at Pharsalos,"['499 BCE - 30 BCE', 'Religious Group, Religious Place, Aegean, Greek Cult, Greek Religions, Shrine, Open-Air Sanctuary, Nature Sanctuaries, Hellenistic Religions, Greece, Graeco-Roman, Indo-European Religion']"
southern-europe,The Metroon at Demetrias,"['250 BCE - 150 BCE', 'Religious Group, Religious Place, Aegean, Mystery Religion, Greek Religions, Mystery Religion, Greek Cult, Religious Complex, Temple, Greece, Graeco-Roman']"
southern-europe,"The Order of the Holy Trinity for the Redemption of Captives, 1198-1500","['1198 CE - 1500 CE', 'Religious Group, Christian Traditions']"
southern-europe,The Orthodox Monasteries of Meteora,"['1000 CE - 2022 CE', 'Religious Group, Religious Place, Greece, Christian Traditions, Orthodoxy']"
southern-europe,The Sanctuary of Apollo Pythios at Delphi,"['900 BCE - 395 CE', 'Religious Group, Religious Place, Ancient Mediterranean, Aegean, Polytheistic, Greek Cult, Greek Religions, Shrine, Temenos, Temple, Sacred Enclosure, Altar, Greece, shrines, Hellenistic Religions, Graeco-Roman, Archaeological monument']"
southern-europe,The Sanctuary of Demeter and Kore at Eleusis,"['Secondary source: Multiple References', '1480 BCE - 394 CE', 'Religious Group, Religious Place, Aegean, Mystery Religion, Greek Religions, Mystery Religion, Greek Cult, Temenos, Temple, Hellenistic Religions, shrines, Greece, Graeco-Roman']"
southern-europe,The Sanctuary of Pasikrata at Demetrias,"['294 BCE - 200 CE', 'Religious Group, Religious Place, Hellenistic Religions, Greece, Aegean, Graeco-Roman, Greek Cult, Greek Religions, Religious Complex']"
southern-europe,"The ""Sarapeion"" of Thessalonica","['210 BCE - 300 CE', 'Religious Group, Religious Place, Temple, Hellenistic Religions, Greece, City, Aegean, Egyptian Religions, Archaeological monument, Religious Complex']"
western-europe,"Aedes Minerva, Rome","['260 BCE - 315 CE', 'Religious Place, Religious Group, Temple, Roman Religions, Polytheistic, Ancient Mediterranean, Roman Religious Traditions, Religious Complex']"
western-europe,Calvinism (Early/Reformation),"['1520 CE - 1565 CE', 'Religious Group, Christian Traditions']"
western-europe,Classical Greek Religion,"['Secondary source: Multiple References', '500 BCE - 300 BCE', 'Religious Group, Greek Religions']"
western-europe,Congregation of Savigny,"['1113 CE - 1147 CE', 'Religious Group, Reform Movement, Christian Traditions']"
western-europe,Cult of Bona Dea,"['300 BCE - 500 CE', 'Religious Group, Roman Religions, Roman Religious Traditions, Rome']"
western-europe,Cult of Isis (Mysteries of Isis),"['Secondary source: Multiple References', '323 BCE - 500 CE', 'Religious Group, Roman Religious Traditions, Egyptian Religions, Greek Cult']"
western-europe,Demeter Cult,"['1500 BCE - 396 CE', 'Religious Group, Hellenistic Religions, Greek Religions']"
western-europe,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
western-europe,Homoian Christianity amongst Visigoths,"['341 CE - 589 CE', 'Religious Group, Arianism, Early Christianity, Abrahamic, Christianity']"
western-europe,International Sivananda Yoga Vedanta Centers,"['1957 CE - 2023 CE', 'Religious Group, Hinduism, New Age Religion, neo-Vedanta, Yoga']"
western-europe,Irish Catholicism,"['2000 CE - 2015 CE', 'Religious Group']"
western-europe,Jesus Associations and the Synoptic Gospels,"['50 CE - 150 CE', 'Religious Group, Roman Religious Traditions']"
western-europe,Jesus Associations and the Synoptic Gospels,"['50 CE - 150 CE', 'Religious Group, Christian Traditions']"
western-europe,Julio-Claudian Imperial Cult,"['31 BCE - 68 CE', 'Religious Group, Syro-Palestinian Religion, Roman Religions, Hellenistic Religions, Persian Religions, Roman Religious Traditions, Rome, Italic Religions, Carthage, Phrygia, Egyptian Religions, Greek Cult']"
western-europe,Marcionites,"['144 CE - 1000 CE', 'Religious Group, Syro-Palestinian Religion, Christian Traditions, Asia Minor, Early Christianity, Medieval Christianity']"
western-europe,Mediterranean,"['500 BCE - 500 CE', 'Religious Group, Anatolian Religions, Egyptian Religions, Greek Religions, Mithraism, Roman Religious Traditions']"
western-europe,Mediterranean,"['500 BCE - 500 CE', 'Religious Group, Anatolian Religions, Egyptian Religions, Greek Religions, Mithraism, Roman Religious Traditions']"
western-europe,Mithraism,"['100 CE - 400 CE', 'Religious Group, Roman Religious Traditions, Mithraism']"
western-europe,Mithraism,"['100 CE - 400 CE', 'Religious Group, Mithraism']"
western-europe,Orphism,"['550 BCE - 450 CE', 'Religious Group, Hellenistic Religions, Greek Cult, Mystery Religion, Greek Religions']"
western-europe,Pagans under the Emperor Julian,"['361 CE - 363 CE', 'Religious Group, Roman Religions, Ancient Mediterranean, Anatolian Religions, Egyptian Religions, Polytheistic, Ancient Syrian Religion, Greek Religions, Mysticism, Divination, Mithraism, Syncretic Religions, Roman Religious Traditions, Indo-European Religion, Rome, Gaul, Phrygia, Asia Minor, Greek Cult, Mystery Religion, Religious Practice, Hellenistic Religions, Italic Religions']"
western-europe,Paul the Apostle,"['50 CE - 60 CE', 'Religious Group, Roman Religious Traditions, Christian Traditions']"
western-europe,Pontifex Maximus and Pontifices (Pontifical College),"['Secondary source: Multiple References', '712 BCE - 380 CE', 'Religious Group, Roman Religious Traditions, Italic Religions']"
western-europe,pre-Christian Irish,"['400 BCE - 900 CE', 'Religious Group, Celtic Religions']"
western-europe,Pre-Christian Religion / Paganism in Gaul,"['600 BCE - 51 BCE', 'Religious Group, Celtic Religions']"
western-europe,Pre-Christian Religion / Paganism in Ireland,"['500 BCE - 900 CE', 'Religious Group, Irish Paganism, Irish Polytheism, Celtic Religions, Indo-European Religion, Celtic paganism, Celtic Polytheism']"
western-europe,Religion in Attica (600-300BCE),"['600 BCE - 300 BCE', 'Religious Group, Greek Religions']"
western-europe,Roman Imperial Cult,"['42 BCE - 518 CE', 'Religious Group, Roman Religious Traditions']"
western-europe,Roman private religion,"['600 BCE - 202 BCE', 'Religious Group, Roman Religious Traditions']"
western-europe,Sundexioi (Mithras-worshippers),"['75 CE - 450 CE', 'Religious Group, Roman Religions, Ancient Mediterranean, Roman Religious Traditions, Persian Religions, Religious Practice']"
western-europe,The Arch of Constantine,"['312 CE - 315 CE', 'Religious Place, Religious Group, Monument, Triumphal Arch, Constantine, Roman Religions, Polytheistic, Ancient Mediterranean, Roman Religious Traditions, Archaeological monument']"
western-europe,The Arch of Titus,"['81 CE - 81 CE', 'Religious Place, Religious Group, Monument, Cenotaph, Triumphal Arch, Roman Religions, Polytheistic, Ancient Mediterranean, Roman Religious Traditions, Archaeological monument']"
